Row.names	logFC	logCPM	PValue	FDR	level	Kindom	Phylum	Class	Order	Family	Genus	Species	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Hya6	SYA	SYB	SYC	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757140	SRR5757145	SRR5757146	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757158	SRR5757159	SRR5757161
ASV189	6.465987234	8.840441213	0.016193107	0.003758715	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	3	3	0	4	0	15	6	0	6	0	220	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV199	6.450481403	8.825006858	0.044216913	0.008367474	Enriched	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	93	0	8	4	0	7	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
ASV136	6.450365046	8.864127729	0.083331193	0.014073713	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	8	16	0	0	27	450	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV139	6.431930868	8.831985135	0.005184827	0.001604171	Enriched	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unassigned	200	5	20	22	5	40	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	40	36	0	0	83	58	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV171	6.398359785	8.798555904	0.001419121	0.000566686	Enriched	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Unassigned	0	0	18	4	19	0	17	0	2	0	0	0	0	4	2	21	0	2	0	2	0	17	0	0	1	78	114	0	0	35	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV164	6.340892722	8.754952246	0.003477619	0.001178888	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	3	0	0	3	0	3	3	0	0	6	5	0	56	183	1	11	55	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV39	6.280012095	11.37899392	0.177782395	0.025390422	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix	Unassigned	0	0	0	0	0	0	1367	2113	1238	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ASV1	6.278279798	18.1169947	0.029524869	0.005870092	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Unassigned	Unassigned	Unassigned	6	0	11	0	0	13	0	0	0	0	0	0	15	35	3	308	6339	14246	14122	17	3815	33	19	15507	19	0	0	0	0	0	0	0	0	14	0	0	0	0	79	0	1	11	37	0	112	0	31	210	62
ASV172	6.256682556	8.665410143	0.00738746	0.002137992	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	3	0	0	0	5	0	1	0	3	0	8	0	82	117	7	0	0	23	2	120	0	0	0	0	0	0	0	0	0	0	0	0
ASV229	6.248364808	8.632748909	0.059681807	0.010736565	NotSig	Bacteria	Chloroflexi	Anaerolineae	GCA004	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	17	38	0	0	25	0	32	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4	6.236140384	16.10869861	0.001164244	0.000484778	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unassigned	23	24	6	18	40	5	17	41	33	2713	3664	3673	3615	788	7	6366	578	9	911	290	2995	115	7387	10	11	256	23	12	0	0	0	0	141	15	0	14	0	1	0	87	0	0	10	4	0	0	0	0	0
ASV292	6.229305755	8.581668044	0.023924499	0.004966178	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	51	14	2	0	5	0	19	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV25	6.158349053	12.34620547	0.000255978	0.000124347	Enriched	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Saprospiraceae	Unassigned	Unassigned	1873	159	14	427	167	126	581	604	343	26	0	122	10	3	0	19	11	0	1	0	0	1	14	0	0	190	42	43	0	3	22	11	45	2687	0	0	0	0	0	0	0	0	4	5	1	0	0	2	0
ASV290	6.146428524	8.524925394	0.062846272	0.011174103	NotSig	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	37	12	0	0	17	0	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV183	6.027053327	8.527299262	0.059371629	0.010736565	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	62	0	0	12	22	33	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV185	6.014289641	8.51169877	0.012765511	0.00325141	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoruegeria	Unassigned	24	43	26	58	45	42	44	13	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV155	5.936154145	8.453421915	0.00295781	0.001032385	Enriched	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned	0	0	15	2	1	2	2	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	26	0	20	0	0	0	55	39	160	62	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV304	5.90929042	8.35784779	0.178358018	0.025390422	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	[Acidaminobacteraceae]	WH1-8	Unassigned	0	0	0	0	0	0	0	0	0	19	40	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV314	5.860001197	8.327560638	0.066691261	0.011682127	NotSig	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	4	4	0	0	36	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV211	5.845734893	8.357589751	0.126181809	0.019304178	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18	0	177	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV263	5.800326661	8.312717507	0.034642135	0.006745196	Enriched	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Chitinophagaceae	Sediminibacterium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	11	0	10	4	0	71	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV177	5.78958886	8.357783743	0.250852797	0.031860334	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Unassigned	0	0	0	0	0	0	205	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV102	5.743554092	9.283545854	0.010546067	0.002807518	Enriched	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix	Unassigned	81	30	37	3	32	124	74	126	80	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV231	5.682811861	8.238268504	0.007568064	0.002161256	Enriched	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Planctomycete	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	0	0	0	10	5	0	5	2	0	61	43	0	26	0	0	0	0	15	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV195	5.64591337	8.246259398	0.089744345	0.014942592	NotSig	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Unassigned	Unassigned	Unassigned	0	194	50	0	0	0	13	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV230	5.599472426	8.189102748	0.127022226	0.019307378	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Petrobacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	80	0	0	55	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV196	5.587810767	8.208667386	0.044565171	0.008399643	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	55	8	0	10	5	28	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV218	5.558360803	8.15633403	0.010367205	0.002775584	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	18	25	8	46	10	47	24	23	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV138	5.542703414	10.42502129	0.122988452	0.018938614	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	31	193	29	13	0	0	27	0	145	24	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV250	5.512314473	8.961571537	0.203472432	0.02723756	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	Unassigned	0	0	0	0	0	0	0	0	0	24	79	26	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV154	5.508638628	8.148674221	0.019530476	0.004280354	Enriched	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	Unassigned	388	10	2	11	0	15	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV84	5.500397375	12.05064181	0.037471297	0.007177429	Enriched	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	209	27	75	83	13	0	151	0	411	76	0	225	0	0	0	0	0	0	0	0	0	0	29	0	1	1	0	1	0	0	0	3	2	1	1	4
ASV225	5.496928785	8.121665542	0.010639418	0.002816457	Enriched	Bacteria	GN02	BD1-5	Unassigned	Unassigned	Unassigned	Unassigned	19	18	7	0	6	0	0	4	79	0	3	55	17	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV221	5.46880859	8.121236402	0.12928991	0.019588876	NotSig	Bacteria	Chloroflexi	Anaerolineae	SHA-20	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	57	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV274	5.43921978	8.847965236	0.12680747	0.019307378	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	19	1	0	64	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV174	5.429048728	9.006165735	0.007994834	0.002269377	Enriched	Bacteria	Acidobacteria	Sva0725	Sva0725	Unassigned	Unassigned	Unassigned	0	10	0	6	13	0	0	0	0	10	0	0	0	19	0	13	0	0	0	17	1	7	3	0	0	0	0	0	47	0	0	65	0	3	61	92	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV127	5.33353825	9.122242878	0.059698219	0.010736565	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	[Marinicellales]	[Marinicellaceae]	Unassigned	Unassigned	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	173	5	0	42	53	114	14	206	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV30	5.248490321	12.37953773	0.058308008	0.010649122	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Anaerospora	Unassigned	55	2166	370	609	2294	0	5	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	90	0	0	94	406	12	0	0	0	2	0	0	8	0	1	0	0	13	0	0
ASV65	5.203162044	12.29905344	0.063079616	0.011174103	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudozobellia	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	112	4	40	1	13	9	0	8	6	1331	7	350	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	10	2	0	0	1	0	1
ASV306	5.193371785	7.892180716	0.050411687	0.009315289	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Unassigned	Unassigned	0	0	0	0	0	1	0	14	8	17	0	0	0	0	0	0	0	0	0	0	0	4	41	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV364	5.134252079	7.834303754	0.098123586	0.016064914	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Parvimonas	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	33	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV555	5.103943943	7.593185538	0.381646785	0.041026426	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV54	5.038948016	10.81772577	0.015781452	0.003699612	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Unassigned	119	224	118	0	179	153	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	203	250	143	79	54	23	0	75	244	281	0	0	0	0	0	3	0	0	4	0	0	0	0
ASV525	5.025930005	7.593829348	0.190840998	0.026923394	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV300	5.002559227	7.80939505	0.261660947	0.032966481	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV282	4.984648717	7.761976017	0.050223496	0.009315289	NotSig	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	Unassigned	3	0	0	11	0	2	0	0	0	21	13	49	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV160	4.968954225	8.670672491	0.032675302	0.006415251	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Hydrogenophilus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	62	165	56	19	5	5	8	10	7	78	0	0	0	0	0	0	0	0	1	0	0	0
ASV462	4.959526013	7.624391857	0.099987732	0.016245518	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	9	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV322	4.938958274	7.736089921	0.021043997	0.004442641	Enriched	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	0	0	0	0	19	2	0	5	4	30	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV335	4.918097149	7.682762526	0.096398621	0.01589495	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	17	0	0	19	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV513	4.899354232	7.571728575	0.376267716	0.040571475	NotSig	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloferax	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV583	4.829429077	7.429193781	0.382228373	0.041026426	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Cryocola	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV266	4.827532805	7.711261212	0.067977151	0.011863272	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD2-13	Unassigned	13	30	12	48	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV38	4.770611166	13.71150869	0.017617817	0.003991113	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Unassigned	0	0	0	0	0	0	7	0	1	0	0	0	0	331	540	505	392	63	15	959	1	825	138	2	569	4	0	0	15	29	11	38	102	6	0	139	346	3	0	23	0	0	32	17	0	0	0	0	0
ASV256	4.733485448	7.659665099	0.0353845	0.00686139	Enriched	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pontirhabdus	Unassigned	8	41	6	0	35	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV273	4.68601236	7.613534639	0.101026215	0.016245518	NotSig	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	38	0	0	0	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV277	4.682538097	7.612365015	0.015465981	0.003667815	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Labrenzia	Unassigned	0	0	5	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	7	3	0	0	55	6	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV53	4.673839075	11.24062764	0.009770733	0.002676726	Enriched	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Unassigned	443	61	111	44	26	12	8	0	3	780	26	31	86	111	6	4	11	0	5	0	6	0	25	0	43	2	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0
ASV99	4.627882829	9.266246555	0.046686459	0.008729627	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	29	47	64	113	385	41	194	8	57	49	11	0	0	0	0	0	0	0	0	0	0	0	3
ASV388	4.597035373	7.491916321	0.076235837	0.013204248	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Microbulbifer	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	15	4	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV108	4.549528285	9.555151347	0.098431676	0.016064914	NotSig	Bacteria	Chloroflexi	Ellin6529	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	256	30	11	157	152	65	30	123	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV504	4.500374071	7.408724454	0.078664522	0.013528001	NotSig	Bacteria	TM7	TM7-3	CW040	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0	0	1	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV374	4.499585261	7.427713494	0.076501693	0.013204248	NotSig	Bacteria	Bacteroidetes	[Rhodothermi]	[Rhodothermales]	Rhodothermaceae	Unassigned	Unassigned	21	6	0	7	0	5	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV414	4.461874295	7.451154357	0.081032613	0.013853552	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Dermabacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	26	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV570	4.454248904	7.327698006	0.384631023	0.041190486	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV367	4.434238507	7.472149116	0.196706386	0.027101769	NotSig	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Unassigned	Unassigned	Unassigned	0	0	51	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV418	4.351498817	7.403539544	0.140334738	0.020955635	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Anaerovibrio	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV298	4.348564268	7.452903215	0.072595077	0.012622436	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	20	0	19	20	34	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV334	4.332990019	7.443824873	0.270469879	0.033358229	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV254	4.316423758	7.455439888	0.191412072	0.026923394	NotSig	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Gomphosphaeriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	111	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV280	4.29242825	8.549116646	0.164482347	0.02384741	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	3	0	0	3	12	2	21	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV337	4.290551023	7.381185487	0.057203918	0.010488127	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Gallicola	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	1	18	26	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV392	4.205758111	7.313585881	0.196041668	0.027101769	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	[Weeksellaceae]	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	10	24	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
